idade,genero,uf,regiao,nivel_ens,area_form,situac_de_trab,setor_atuacao,n_func,cargo,nivel,faixa_sal,experiencia,form_trab,sql,r,python,c,dotnet,java,julia,sas_stata,vba,scala,matlab,php,javascript,nao_utiliza_ling,tot_ling
27.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 1001 a 3000,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,Masculino,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,de 1001 a 3000,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.0,Masculino,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Estagiário,Setor Alimentício,Acima de 3000,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.0,Feminino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,Masculino,DF,Centro-oeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28.0,Feminino,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33.0,Feminino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,de 101 a 500,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,Masculino,MG,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Estagiário,Finanças ou Bancos,de 6 a 10,Cientista de Dados/Data Scientist,Júnior,Menos de R$ 1.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,Masculino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Acima de 3000,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Feminino,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,de 1001 a 3000,Analista de Negócios/Business Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,Masculino,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Data Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Masculino,PR,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,de 1001 a 3000,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,Masculino,RJ,Sudeste,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Consultoria,de 101 a 500,Engenheiro de Dados/Data Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43.0,Feminino,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Setor Público,de 11 a 50,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.0,Masculino,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Acima de 3000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Feminino,SP,Sudeste,Pós-graduação,Química / Física,Estagiário,Internet/Ecommerce,de 1001 a 3000,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,Feminino,DF,Centro-oeste,Mestrado,Outras Engenharias,Empregado (CLT),Setor Automotivo,Acima de 3000,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,Masculino,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Feminino,SC,Sul,Estudante de Graduação,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Outro,Exterior,Exterior,Graduação/Bacharelado,Outras,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Internet/Ecommerce,de 1001 a 3000,Engenheiro de Dados/Data Engineer,Pleno,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32.0,Feminino,MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Outro,de 51 a 100,Desenvolvedor ou Engenheiro de Software,Pleno,Acima de R$ 40.001/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.0,Feminino,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Masculino,SC,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,Masculino,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,SP,Sudeste,Estudante de Graduação,Outras,Empregado (CLT),Área da Saúde,de 101 a 500,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Agronegócios,de 101 a 500,Analista Administrativo,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Internet/Ecommerce,de 101 a 500,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Masculino,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 501 a 1000,Engenheiro de Dados/Data Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Masculino,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 101 a 500,Desenvolvedor ou Engenheiro de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,Masculino,SP,Sudeste,Mestrado,Química / Física,Empregado (CLT),Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.0,Feminino,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Imobiliário,Acima de 3000,Desenvolvedor ou Engenheiro de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33.0,Masculino,MG,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Agronegócios,de 51 a 100,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,Masculino,GO,Centro-oeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Estagiário,Tecnologia/Fábrica de Software,de 501 a 1000,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31.0,Masculino,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3000,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37.0,Masculino,MG,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Construção Civil,Acima de 3000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.0,Masculino,GO,Centro-oeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Outro,de 11 a 50,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22.0,Masculino,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Setor Automotivo,Acima de 3000,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28.0,Masculino,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Consultoria,Acima de 3000,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47.0,Masculino,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Entretenimento ou Esportes,de 1001 a 3000,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,Masculino,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Acima de 3000,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 4 a 5 anos,Modelo 100% presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,Masculino,MG,Sudeste,Pós-graduação,Ciências Sociais,Empregado (CLT),Outro,Acima de 3000,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,Masculino,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Masculino,SP,Sudeste,Mestrado,Outras,Empregado (CLT),Outro,de 101 a 500,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28.0,Feminino,MG,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Serviços,de 1001 a 3000,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20.0,Feminino,SC,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3000,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35.0,Masculino,BA,Nordeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39.0,Masculino,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,de 101 a 500,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.0,Feminino,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,de 1001 a 3000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,de 51 a 100,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27.0,Masculino,DF,Centro-oeste,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Masculino,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35.0,Masculino,MG,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 501 a 1000,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 101 a 500,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 101 a 500,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40.0,Masculino,RS,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40.0,Masculino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Outro,Acima de 3000,Engenheiro de Dados/Data Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31.0,Masculino,GO,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54.0,Masculino,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 101 a 500,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,Masculino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,de 51 a 100,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,de 101 a 500,Analista de Marketing,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Masculino,RJ,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Energia,de 501 a 1000,Engenheiro de Dados/Data Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46.0,Masculino,RS,Sul,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,Feminino,BA,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 501 a 1000,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,Masculino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Indústria,de 11 a 50,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,Masculino,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26.0,Masculino,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3000,Analista de Sistemas/Analista de TI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.0,Masculino,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Consultoria,de 11 a 50,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32.0,Feminino,MG,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,de 101 a 500,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,Feminino,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,Acima de 3000,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,Masculino,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Logística,de 101 a 500,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,de 11 a 50,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33.0,Masculino,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,de 501 a 1000,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
